issue_key,status,resolution,custom_field_hub,conversation_start,conversation_end,duration_minutes,duration_to_resolution,first_agent_response_minutes,avg_agent_response_minutes,avg_customer_response_minutes,messages_total,messages_agent,messages_customer,turns,agent_authors,customer_authors,initial_response_sla_5m,initial_response_sla_15m,agent_profanity_detected,agent_profanity_count,customer_abuse_detected,customer_abuse_count,llm_summary_250,conversation_rating,problem_extract,resolution_extract,steps_extract,resolution_timestamp_iso,resolution_message_index,contact_reason,contact_reason_original,contact_reason_change,reason_override_why,resolution_why,customer_sentiment_primary,customer_sentiment_scores,agent_profanity_detected,agent_profanity_count,customer_abuse_detected,customer_abuse_count,agent_score,customer_score,resolved,is_resolved,improvement_tip,llm_model,llm_input_tokens,llm_output_tokens,llm_cost_usd
CC-40676,Done,Done,Q-park Queensway,2025-11-06T13:06:00+00:00,2025-11-06T13:22:00+00:00,16.00,,1.00,2.00,0.73,27,12,15,10,712020:8f5c3870-9bb6-4299-922f-e6f38426666b;712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:05269d9f-be04-4661-b2c6-2a6e9dbaf44a,true,true,false,0,false,0,User exceeded 12-hour rental; bike auto-locked; £25 penalty; next steps to pay and re-rent at hub.,3,Rental exceeded 12 hours; bike auto-locked and cannot be unlocked; £25 penalty.,"Penalty applied; bike to be collected; after penalty, user can rent again.","[""Inform user that rental exceeded the 12-hour limit and a \u00a325 penalty was applied."", ""Instruct user to leave the bike and await pickup by the team."", ""Notify that Port team will collect the bike."", ""State that after penalty is cleared, user can go to the hub and scan a new bike."", ""Explain that the bike was automatically locked due to overrun and cannot be unlocked."", ""Advise future behaviour: return to Port hub within 12 hours to avoid penalties.""]",,,Rental finish issue,Info/question about my current ride,true,Original: 'Info/question about my current ride' (provided in transcript). Override: 'rental exceeded the 12-hour limit' and 'A penalty of £25 has been applied' (lines 06-07).,No final resolution reached: penalty payment not cleared and re-rent not completed; chat closed with 'We will close this chat now.' (line 27).,Frustration,"{""Delight"": 0.0, ""Convenience"": 0.05, ""Trust"": 0.05, ""Frustration"": 0.5, ""Disappointment"": 0.25, ""Concern"": 0.15, ""Hostility"": 0.0, ""Neutral"": 0.0}",false,0,false,0,4,3,false,false,"Provide a clear, explicit path to penalty payment and re-rent with estimated times to reduce frustration.",gpt-5-nano,3014,4283,0.001864
CC-40675,Done,Done,Q-Park Oxford street,2025-11-06T12:25:00+00:00,2025-11-06T12:45:00+00:00,20.00,,1.00,2.67,3.00,12,8,4,5,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:6a496972-4124-4e26-a90b-95a25dedeaae,true,true,false,0,true,1,Customer disputes late return; bike auto-locked after 12-hour limit with £25 penalty; chat ends unresolved.,2,Bike locked after exceeding 12-hour limit; £25 penalty applied.,Policy explained; £25 penalty applied; user to pay and re-rent after.,"[""Checked rental details and identified 12-hour overrun."", ""Explained policy penalties and consequences."", ""Advised leaving bike for collection and re-rent after penalty clearance."", ""Issued language warning and closed chat.""]",,,Rental finish issue,Info/question about my current ride,true,"""Info/question about my current ride"" -> ""Rental finish issue""; transcript notes: ""I have reviewed your details and found that your rental exceeded the 12-hour limit. As a result, the system automatically locked your bike and it cannot be unlocked.""","No resolution achieved; final agent message: ""We will close this chat now.""",Hostility,"{""Delight"": 0.0, ""Convenience"": 0.0, ""Trust"": 0.0, ""Frustration"": 0.5, ""Disappointment"": 0.25, ""Concern"": 0.15, ""Hostility"": 0.1, ""Neutral"": 0.0}",false,0,true,1,4,2,false,false,"Use empathetic language, offer a clear dispute path and next steps with a concrete timeline.",gpt-5-nano,2735,4702,0.002018
CC-40674,Done,Done,NCP Vintry,2025-11-06T12:25:00+00:00,2025-11-06T13:02:00+00:00,37.00,,3.00,3.00,1.25,20,12,8,10,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:9c1f55b3-a855-457d-8518-a48985a0e27a,true,true,false,0,false,0,Customer contested £25 penalty for parking outside zone and 12h overrun; policy explained; chat closed without resolution.,3,Bike auto-locked after 12-hour rental; £25 penalty for parking outside the 10km zone; customer disputes policy.,Policy explanation provided; no resolution; chat closed due to no response.,"[""Reviewed rental details; identified 12-hour overrun."", ""Communicated \u00a325 penalty for long rental."", ""Communicated \u00a325 penalty for parking outside the zone."", ""Advised leaving bike safely and scanning a new bike after penalty payment."", ""Quoted terms and conditions reinforcing outside-zone policy."", ""Proposed further assistance if needed.""]",,,Info/question about my current ride,Info/question about my current ride,false,,"No final agreement or payment confirmed; ongoing dispute. Notable line: ""We haven't heard back from you, so we are closing this chat now.""",Frustration,"{""Delight"": 0.0, ""Convenience"": 0.0, ""Trust"": 0.05, ""Frustration"": 0.55, ""Disappointment"": 0.25, ""Concern"": 0.1, ""Hostility"": 0.05, ""Neutral"": 0.0}",false,0,false,0,4,2,false,false,"Provide a concise, upfront policy summary and offer an appeal/neutral resolution path before applying penalties.",gpt-5-nano,2958,3573,0.001577
CC-40673,Done,Done,Port Marcon Place,2025-11-06T12:08:00+00:00,2025-11-06T12:15:00+00:00,7.00,6.00,1.00,1.40,0.12,18,10,8,10,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:656d9705-51dc-4f26-9fe6-aea8e5c55a0c,true,true,false,0,false,0,Customer couldn't share bike ID due to screen issue; bike locked and rental not finished; unlock option confirmed; chat closed.,4,Customer couldn't share bike ID due to screen failure; asked to lock bike; bike locked and powered off; rental not finished; asks about unlocking later.,Bike locked and powered off; rental not finished; unlock possible; chat closed.,"[""Requested bike ID photo from customer."", ""Repeated request for bike ID due to customer issues with phone screen."", ""Locked and powered off the bike."", ""Confirmed rental not finished and unlock remains possible."", ""Chat closed with resolution notice.""]",2025-11-06T12:14:00+00:00,15,Rental pause/resume issue,Rental pause/resume issue,false,,Resolution achieved: agent stated 'Yes the bike is just locked and powered off I have not finish your rental.' and later 'As your issue has been resolved therefore we are closing this chat now'.,Neutral,"{""Delight"": 0.0, ""Convenience"": 0.15, ""Trust"": 0.25, ""Frustration"": 0.0, ""Disappointment"": 0.05, ""Concern"": 0.2, ""Hostility"": 0.0, ""Neutral"": 0.35}",false,0,false,0,4,4,true,true,Provide alternative ID verification or unlock options when the user can't share an ID due to device issues.,gpt-5-nano,2670,4289,0.001849
CC-40672,Done,Done,NCP Finsbury,2025-11-06T12:06:00+00:00,2025-11-06T12:49:00+00:00,43.00,8.00,1.00,1.75,0.00,16,10,6,8,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:3f7007df-23ca-4b0c-b890-ece297afcff6,true,true,false,0,false,0,Rental start issue fixed: bike unlocked and new bike issued; docked at hub.,4,"Bike 87E089 got stuck in middle of road; rental didn't start properly, causing the bike to lock.",Bike unlocked and new bike advised; docked at hub.,"[""Checked rental details after report of bike stuck."", ""Determined rental did not start properly, causing lock."", ""Unlocked bike for customer."", ""Informed customer to return bike to hub and scan a new one."", ""Notified system would auto-lock if not returned."", ""Instructed customer to take a new bike from the green dock."", ""Customer confirmed bike was docked and ready to ride."", ""Chat closed due to no further response.""]",2025-11-06T12:14:00+00:00,14,Rental start issue,Info/question about my current ride,true,"Changed from 'Info/question about my current ride' to 'Rental start issue' because agent stated: 'your rental did not start properly, which caused the bike to lock' (line 8) and later: 'You can now take a new bike from the available green dock' (line 13).","Agent: 'I’ve now unlocked it for you.' and 'You can now take a new bike from the available green dock.' Customer confirmed: 'It's docked now' (lines 9, 13, 14).",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.15, ""Trust"": 0.15, ""Frustration"": 0.1, ""Disappointment"": 0.1, ""Concern"": 0.15, ""Hostility"": 0.05, ""Neutral"": 0.25}",false,0,false,0,4,4,true,true,Improve auto-detection of rental-start failures and clearly confirm resolution steps with customers.,gpt-5-nano,2673,3735,0.001628
CC-40671,Done,Done,No active pass / Other,2025-11-06T12:04:00+00:00,2025-11-06T15:33:00+00:00,209.00,,1.00,2.50,1.79,55,28,25,27,712020:4a1cd5f8-3026-4f9f-9e90-f389b942d0d6;712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:1c9ac720-c16a-499b-a434-66e45fea8ddb,true,true,false,0,false,0,Bank blocks payments; Port shows no block; auto-renewal on old account canceled; payment path remains unresolved.,3,Card blocked; bank blocks Port charges after multiple failed payments; old account active; attempting new account with same card.,Auto-renewal canceled; no Port-side block found; payment unresolved.,"[""08: Bank declined payment; advised bank or different card."", ""11: Bank declined previous payment; instructed to contact bank or try another method."", ""18: Found old account active; same card details used in new account."", ""23: Last date of subscription on old account: Nov 7."", ""31: Manually canceled auto-renewal on old account."", ""40: Provided steps to update/set new card as default in Port App."", ""47: Forwarded request to cancel auto-renewal for old account."", ""50: Confirmed no Port-side block; bank likely blocking payments.""]",,,Payment issues,Payment issues,false,,Bank blocks the payments ('the bank is blocking the payments'); Port reports 'no block from our payment system'; auto-renewal canceled per agent ('I’ve already forwarded a request to the team to cancel the auto-renewal of your old account’s subscription').,Frustration,"{""Delight"": 0.05, ""Convenience"": 0.05, ""Trust"": 0.15, ""Frustration"": 0.35, ""Disappointment"": 0.2, ""Concern"": 0.15, ""Hostility"": 0.0, ""Neutral"": 0.05}",false,0,false,0,4,3,false,false,Clarify final resolution status and confirm exact payment path (new card or virtual card) before closing.,gpt-5-nano,4568,6335,0.002762
CC-40670,Done,Done,NCP Finsbury,2025-11-06T11:58:00+00:00,2025-11-06T14:22:00+00:00,144.00,128.00,3.00,6.20,2.90,40,19,20,20,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:800c67c4-0c12-4d06-9d17-d51870b64b18,true,true,false,0,false,0,Account unbanned after penalty payment; user can resume subscription.,4,Account blocked after third overrun of 12-hour limit; penalty applied.,Account unbanned; can resume riding.,"[""9: Informed user of ban and \u00a325 penalty after third violation."", ""10: Noted unban contingent on penalty payment."", ""17: Verified penalty payment was received."", ""18: Communicated 12-hour and 10km rules and payment integration."", ""20: Escalated unban request to operational team."", ""29: Reiterated escalation and promised updates."", ""33: Confirmed ongoing updates from operations."", ""36: Operational team unbans the account.""]",2025-11-06T14:06:00+00:00,36,My account is blocked,My account is blocked,false,,"The account was unbanned after penalty payment; key cues: ""Account unbanned."" (14:06) and follow-up confirmation ""Dear customer, your account has been unbanned."" (14:07).",Neutral,"{""Delight"": 0.0, ""Convenience"": 0.15, ""Trust"": 0.25, ""Frustration"": 0.05, ""Disappointment"": 0.05, ""Concern"": 0.1, ""Hostility"": 0.0, ""Neutral"": 0.4}",false,0,false,0,5,4,true,true,Automate penalty handling and unban workflow with real-time status updates and clearer closure messages.,gpt-5-nano,3783,5453,0.002370
CC-40669,Done,Done,Saba Stratford,2025-11-06T11:47:00+00:00,2025-11-06T12:32:00+00:00,45.00,,1.00,4.83,1.00,22,10,12,11,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:a699869a-5959-47b7-8f6f-2c5bc59ef307,true,true,false,0,false,0,"Customer slipped on a slippery road, injuring foot; rental overrun caused a penalty; waiver denied; case unresolved.",3,"Customer slipped on a very slippery road, injured left foot; rent overrun with penalty.",Penalty upheld; must pay before new bike; no medical docs provided.,"[""Agent checked rental; confirmed exceed time limit; penalty applied."", ""Agent instructed customer to leave bike at safe location for recovery."", ""Agent stated bike cannot be unlocked; recovery will retrieve it; pay penalty to continue."", ""Agent requested medical documentation to assess exception."", ""Agent reiterated policy: without medical docs, cannot waive; must pay penalty."", ""Chat closed due to no further response.""]",,,Rental finish issue,Info/question about my current ride,true,"Changed from 'Info/question about my current ride' to 'Rental finish issue' because the customer referenced end of rental and penalties: ""I haven't returned the cycle within the rental time"" and the agent stated ""penalty cannot be waived"".",No final resolution achieved; policy requires penalty payment and no medical documentation provided to waive; chat closed without payment (quotes: 'penalty cannot be waived' and 'without proper medical documentation...').,Neutral,"{""Delight"": 0.0476, ""Convenience"": 0.1429, ""Trust"": 0.1905, ""Frustration"": 0.2381, ""Disappointment"": 0.1429, ""Concern"": 0.0952, ""Hostility"": 0.0476, ""Neutral"": 0.0952}",false,0,false,0,4,3,false,false,Clarify waiver policy with medical exceptions and provide clear next steps if docs are provided; improve guidance on penalties during injury scenarios.,gpt-5-nano,3010,4270,0.001859
CC-40668,Done,Done,No active pass / Other,2025-11-06T11:43:00+00:00,2025-11-06T11:57:00+00:00,14.00,14.00,1.00,1.40,0.21,48,19,29,20,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:8989f2f6-0088-4d2c-ad76-e906b9a98783,true,true,false,0,false,0,Hub live in Wandsworth; bike availability confirmed; activation promo explained; weekly plan options discussed.,4,Asked if cycle is available at Wandsworth hub (SW18 4TF); hub just launched.,Hub live; activation fee clarified; weekly plan details provided; chat closed.,"[""Checked hub availability status for Wandsworth SW18 4TF."", ""Shared exact hub address and access instructions."", ""Informed activation fee details (\u00a31 promo, normally \u00a325)."", ""Outlined weekly subscription process and 12-hour rental rule."", ""Described return-and-restart cycling workflow."", ""Proposed closing chat after confirming questions answered.""]",2025-11-06T11:57:00+00:00,46,Hub access or navigation issue,Hub access or navigation issue,false,,"Query was answered and chat closed: 46: ""As your queries has been answered therefore we are closing this chat now""; customer then acknowledged with no further requests (47-48).",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.25, ""Trust"": 0.25, ""Frustration"": 0.15, ""Disappointment"": 0.05, ""Concern"": 0.15, ""Hostility"": 0.0, ""Neutral"": 0.1}",false,0,false,0,5,4,true,true,"Provide a concise, single-page summary of hub status, activation promo, and subscription options at first contact to reduce follow-ups.",gpt-5-nano,3662,3528,0.001594
CC-40667,Done,Done,No active pass / Other,2025-11-06T11:41:00+00:00,2025-11-06T12:17:00+00:00,36.00,6.00,1.00,2.80,0.17,16,10,6,10,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:273fd4c1-6e63-432e-a5c0-d5e9db2119a5,true,true,false,0,false,0,Customer asked about monthly pass and subscription pricing; agent provided details and hub hours; chat closed after info.,5,Customer asked for monthly pass details and subscription pricing for e-bikes.,Provided pricing details; customer didn't reply.,"[""Explained pricing options: monthly, weekly, daily passes and subscriptions."", ""Answered subscription price and terms (30 days, 12-hour rides, hub return)."", ""Clarified hub hours: 24/7 availability."", ""Asked customer if they needed more help."", ""Chat closed due to no follow-up.""]",2025-11-06T11:47:00+00:00,11,General information request about the service,General information request about the service,false,,Resolution achieved when agent provided pricing details: 'The monthly plan gives you unlimited access to our e-bikes for 30 days from the activation date' and 'Monthly subscriptions are available at different prices depending on the hub location starting from £159.95 up to £179.95'. The customer acknowledged with 'Ok. Thanks' and did not follow up.,Convenience,"{""Delight"": 0.08, ""Convenience"": 0.55, ""Trust"": 0.15, ""Frustration"": 0.05, ""Disappointment"": 0.03, ""Concern"": 0.04, ""Hostility"": 0.0, ""Neutral"": 0.1}",false,0,false,0,5,4,true,true,Follow up to confirm if the customer has further questions and offer to set a reminder for follow-up.,gpt-5-nano,2664,4939,0.002109
CC-40666,Done,Duplicate,,2025-11-06T11:15:00+00:00,2025-11-06T11:16:00+00:00,1.00,,1.00,1.00,0.00,4,3,1,2,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:e048c154-e1d4-4638-a398-85197e03e199,true,true,false,0,false,0,"parse_error: No valid JSON object found in LLM response; raw={
  ""llm_summary_250"": ""Ticket closed as duplicate; customer requested cancellation of a one-day pass."",
  ""conversation_rating"": 4,
  ""extract_customer_probelm"": ""Customer requests canc...",,,,[],,,,Duplicate,false,,,Neutral,"{""Delight"": 0.0, ""Convenience"": 0.0, ""Trust"": 0.0, ""Frustration"": 0.0, ""Disappointment"": 0.0, ""Concern"": 0.0, ""Hostility"": 0.0, ""Neutral"": 1.0}",false,0,false,0,,,false,false,,gpt-5-nano,2202,4870,0.002058
CC-40665,Done,Done,Q-park Queensway,2025-11-06T11:09:00+00:00,2025-11-06T11:30:00+00:00,21.00,,2.00,6.00,0.75,10,6,4,6,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:5537ce20-7d62-4e57-bfe9-55a28e0e8b81,true,true,false,0,false,0,Customer asked to switch from daily to weekly subscription; agent advised waiting for expiry; no resolution; chat closed.,3,Change from active daily pass to weekly subscription; must wait for expiry.,Not resolved; awaiting expiry and user confirmation; chat closed.,"[""Agent checked user details and identified an active daily pass."", ""Agent informed to wait for daily pass expiry before purchasing a weekly subscription at the desired hub."", ""Agent asked if there was anything else to assist."", ""Chat closed due to no response.""]",,,Other,info/question about my current subscription / pass,true,"Original reason: ""info/question about my current subscription / pass"". Override: transcript shows customer request: ""i want to change my subcription day to weekly"" (line 04).","No final confirmation; guidance to wait for expiry given: ""Please wait for it to expire before purchasing a weekly subscription"" (transcript 11:14). The chat was closed after no reply: ""We didn’t hear back from you, therefore we are closing this chat now"" (transcript 11:30).",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.15, ""Trust"": 0.3, ""Frustration"": 0.15, ""Disappointment"": 0.1, ""Concern"": 0.1, ""Hostility"": 0.05, ""Neutral"": 0.1}",false,0,false,0,4,3,false,false,Follow up after expiry with a proactive upgrade offer and confirm hub capacity.,gpt-5-nano,2417,5508,0.002324
CC-40664,Done,Done,Q-Park Leicester Square,2025-11-06T11:04:00+00:00,2025-11-06T11:39:00+00:00,35.00,,1.00,2.14,1.82,40,18,22,28,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:e048c154-e1d4-4638-a398-85197e03e199,true,true,false,0,false,0,Cancellation request for London Q-Park Leicester Square day pass escalated; customer declined cancellation; chat closed.,2,"Customer wants to cancel London Q-Park Leicester Square day pass; cancellation escalated, no final action yet.",Cancellation not completed; customer declined; chat closed.,"[""Escalated cancellation to the operational team."", ""Documented customer and pass details for refund eligibility."", ""Communicated potential processing time up to 12 hours."", ""Noted customer ultimately refused cancellation."", ""Closed chat and advised reopening a new chat.""]",,,Request to cancel daily pass,Info/question about my current ride,true,Override: agent reclassified to daily-pass cancellation (15: 'Sir you want to cancel your daily pass correct?'; 20: '*Issue:* Customer wants to cancel there current daily pass.'),Customer refused cancellation per 39; chat closed per 40; no final action taken.,Frustration,"{""Delight"": 0.01, ""Convenience"": 0.02, ""Trust"": 0.08, ""Frustration"": 0.4, ""Disappointment"": 0.25, ""Concern"": 0.1, ""Hostility"": 0.05, ""Neutral"": 0.09}",false,0,false,0,4,2,false,false,Clarify cancellation ETA and outcomes with customers; keep chat informed and confirm final status before closing.,gpt-5-nano,3616,3823,0.001710
CC-40663,Done,Done,No active pass / Other,2025-11-06T10:47:00+00:00,2025-11-06T11:21:00+00:00,34.00,34.00,1.00,4.00,0.00,7,5,2,4,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:6f5a0f8b-1e41-48ed-8770-2fb1a1d58259,true,true,false,0,false,0,Provided day pass price and expiry; chat closed after no follow-up.,4,Customer asked for the price and expiry time of the day pass.,Price and expiry provided; chat closed due to no reply.,"[""Provided day pass price: 12.95 GBP"", ""Informed expiry: same day at 11:59 PM"", ""Asked if further assistance needed"", ""Closed chat due to no response""]",2025-11-06T11:21:00+00:00,7,General information request about the service,General information request about the service,false,,"Agent provided price and expiry: ""The daily pass cost you 12.95 GBP."" and ""The daily pass expires on the same day you purchase it, at 11:59 PM.""; customer didn’t reply and the chat was closed: ""We didn’t hear back from you, therefore we are closing this chat now.""",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.15, ""Trust"": 0.15, ""Frustration"": 0.05, ""Disappointment"": 0.05, ""Concern"": 0.2, ""Hostility"": 0.05, ""Neutral"": 0.3}",false,0,false,0,5,3,true,true,Encourage follow-up if the customer hasn't replied and clearly confirm resolution status.,gpt-5-nano,2313,4579,0.001947
CC-40662,Done,Done,Q-park Queensway,2025-11-06T10:28:00+00:00,2025-11-06T11:17:00+00:00,49.00,,7.00,12.00,0.00,10,7,3,6,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:d75377b3-cd98-41e6-960d-7c957f9722bb,false,true,false,0,false,0,"Agent updated on ride status (4 km away, 15-min overrun); requested return to hub; no extension granted; chat closed.",3,4 km from hub; rental overrun by 15 minutes; requested extra time to return bike.,No resolution; time extension not granted; chat closed.,"[""Agent requested a moment to check the issue."", ""Agent notified rider 4 km from hub and 15-min overrun; instructed return to hub to avoid penalties."", ""Agent asked if further assistance was needed."", ""Agent closed the chat.""]",,,Info/question about my current ride,Info/question about my current ride,false,,"No extension offered; customer requested extra time to return after phone issue; agent provided return directive and chat closed. Evidence: ""customer: Can you please give me a few...""; ""agent: Please return the bike to the hub as soon as possible to avoid any penalties.""; ""We are closing this chat now.""",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.15, ""Trust"": 0.1, ""Frustration"": 0.15, ""Disappointment"": 0.15, ""Concern"": 0.15, ""Hostility"": 0.0, ""Neutral"": 0.25}",false,0,false,0,4,4,false,false,Add an option to grant short extensions in case of device issues; confirm extensions before closing chats.,gpt-5-nano,2438,4031,0.001734
CC-40661,Done,Done,Q-Park Pimlico,2025-11-06T10:20:00+00:00,2025-11-06T11:17:00+00:00,57.00,,1.00,1.50,0.00,10,6,4,4,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:ce078ca6-0d31-4f3c-91ee-ca821e9ec30f,true,true,false,0,false,0,Customer sought to finish weekly contract and move to monthly subscription; auto-renewal canceled; awaiting final confirmation.,3,Customer wants to finish weekly contract and switch to monthly; auto-renewal canceled.,No final confirmation from customer; chat closed without resolution.,"[""Checked auto-renewal status"", ""Explained expiry and monthly option after expiry"", ""Requested if further assistance needed"", ""Notified customer of chat closure due to no response""]",,,Info/question about my current subscription / pass,info/question about my current subscription / pass,false,,"Agent explained auto-renewal cancellation and expiry path: ""today was the auto-renewal date for your weekly contract. However, since you cancelled the auto-renewal, your current subscription or contract will simply expire at the end of its term."" The chat was closed due to no user response: ""We didn’t hear back from you, therefore we are closing this chat now.""",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.1, ""Trust"": 0.25, ""Frustration"": 0.15, ""Disappointment"": 0.15, ""Concern"": 0.1, ""Hostility"": 0.05, ""Neutral"": 0.15}",false,0,false,0,4,3,false,false,Follow up with the customer to confirm whether they want to proceed with a monthly subscription and provide options based on hub availability; consider sending a reminder if no response within a se...,gpt-5-nano,2451,3840,0.001659
CC-40660,Done,Done,ParkBee Lanark Road,2025-11-06T10:03:00+00:00,2025-11-06T12:48:00+00:00,165.00,146.00,12.00,5.00,0.00,12,9,3,6,712020:8f5c3870-9bb6-4299-922f-e6f38426666b,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:922a24ee-aff3-4f9d-9698-5fda211a531c,false,true,false,0,false,0,"Bike indicator showed red light during ride; after app restart and switching bikes, agent confirmed it’s working and closed chat.",4,Bike indicator showed red light during ride.,Bike monitored; confirmed working and chat closed.,"[""Requested video showing bike ID and issue area"", ""Asked to wait 3\u20135 minutes, and restart the app if the issue persists"", ""Told user to restart the app after the issue occurs"", ""Advised changing to a bike from the hub to avoid issues"", ""Monitored bike status and confirmed it\u2019s working""]",2025-11-06T12:29:00+00:00,11,Info/question about my current ride,Info/question about my current ride,false,,"Agent monitored the bike and stated ""it’s working properly now"" (line 11) and closed the chat due to no further input.",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.15, ""Trust"": 0.15, ""Frustration"": 0.1, ""Disappointment"": 0.1, ""Concern"": 0.15, ""Hostility"": 0.05, ""Neutral"": 0.25}",false,0,false,0,4,4,true,true,Provide a final confirmation message after fix and a brief summary of actions taken for clarity.,gpt-5-nano,2592,3733,0.001623
CC-40659,Done,Done,Q-Park Leicester Square,2025-11-06T09:59:00+00:00,2025-11-06T10:12:00+00:00,13.00,11.00,1.00,1.25,0.35,38,15,23,17,712020:d0e4092f-b8dc-4f7e-9058-cd8d92b95196,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:0d7cda12-037a-4a68-ba2d-1c9240be82f5,true,true,false,0,false,0,"Technical rental start issue fixed: bike unlocked, re-docked, rental started; chat resolved.",4,Rental didn't start in the app; bike remained locked outside hub due to a technical issue.,"Bike unlocked, docked, re-scanned; rental started; issue resolved.","[""Agent identified rental hadn't started due to a technical issue."", ""Agent unlocked the bike for return to hub."", ""Agent instructed customer to dock the bike and re-scan."", ""Agent confirmed rental would start after docking and re-scan."", ""Agent monitored progress and confirmed resolution."", ""Agent closed the chat after confirming issue resolved.""]",2025-11-06T10:10:00+00:00,30,Rental start issue,Info/question about my current ride,true,"Agent stated: 'I’ve found that your rental hasn’t started due to a technical issue.' indicating a Rental start issue, not just a general info request.","Resolution confirmed when customer said 'I’m back and everything sorted' after unlocking, docking, and re-scanning.",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.35, ""Trust"": 0.25, ""Frustration"": 0.05, ""Disappointment"": 0.15, ""Concern"": 0.05, ""Hostility"": 0.0, ""Neutral"": 0.1}",false,0,false,0,5,5,true,true,Improve startup reliability messaging and auto-unlock flow to reduce steps during connectivity issues.,gpt-5-nano,3195,5250,0.002260
CC-40658,Done,Done,Port Marcon Place,2025-11-06T08:19:00+00:00,2025-11-06T08:39:00+00:00,20.00,20.00,1.00,1.00,0.00,7,5,2,2,712020:ffd0ea69-61d6-4cfe-91bb-cb09245bb5f4,qm:bd5a4d40-24e3-41ea-97b7-f62e0a9396fd:656d9705-51dc-4f26-9fe6-aea8e5c55a0c,true,true,false,0,false,0,Customer asked to lock bike and reported phone screen issues; agent locked bike and closed chat.,4,Customer asked to lock bike; phone screen not working.,Bike locked for customer; chat closed as resolved.,"[""Agent asks for a moment to review the issue."", ""Agent locks the bike for the customer."", ""Agent offers further assistance."", ""Agent closes the chat stating resolution.""]",2025-11-06T08:39:00+00:00,7,Info/question about my current ride,Info/question about my current ride,false,,"Agent locked the bike for the customer ('I have locked the bike for you') and later stated resolution ('Since your issue has been resolved'), then closed the chat.",Neutral,"{""Delight"": 0.05, ""Convenience"": 0.1, ""Trust"": 0.15, ""Frustration"": 0.1, ""Disappointment"": 0.1, ""Concern"": 0.2, ""Hostility"": 0.05, ""Neutral"": 0.25}",false,0,false,0,4,3,true,true,"If multiple issues are raised, confirm each one is addressed or schedule a quick follow-up to verify resolution.",gpt-5-nano,2318,4798,0.002035
